shipment_id,client,location,ship_date,eta_date,delivered_date,orders_count,sla_days,days_in_transit,on_time,days_late
S000560,Kroger,Kroger Site 8,2025-03-19,2025-03-22,2025-03-22,3,3,3,True,0
S000561,Kroger,Kroger Site 8,2025-03-18,2025-03-20,2025-03-20,1,2,2,True,0
S000562,Kroger,Kroger Site 8,2025-03-19,2025-03-21,2025-03-22,3,2,3,False,1
S000563,Kroger,Kroger Site 8,2025-03-18,2025-03-21,2025-03-21,2,3,3,True,0
S000564,Kroger,Kroger Site 8,2025-03-18,2025-03-21,2025-03-21,2,3,3,True,0
S000565,Kroger,Kroger Site 8,2025-03-18,2025-03-20,2025-03-20,9,2,2,True,0
S000566,Kroger,Kroger Site 8,2025-03-19,2025-03-21,2025-03-21,5,2,2,True,0
S000567,Kroger,Kroger Site 80,2025-03-18,2025-03-20,2025-03-20,9,2,2,True,0
S000568,Kroger,Kroger Site 80,2025-03-20,2025-03-22,2025-03-22,3,2,2,True,0
S000569,Kroger,Kroger Site 9,2025-03-18,2025-03-20,2025-03-20,5,2,2,True,0
S000570,Kroger,Kroger Site 9,2025-03-20,2025-03-22,2025-03-24,8,2,4,False,2
S000571,Kroger,Kroger Site 9,2025-03-18,2025-03-20,2025-03-20,1,2,2,True,0
S000572,Kroger,Kroger Site 9,2025-03-20,2025-03-22,2025-03-22,4,2,2,True,0
S000573,Kroger,Kroger Site 9,2025-03-19,2025-03-21,2025-03-21,4,2,2,True,0
S000574,Kroger,Kroger Site 9,2025-03-19,2025-03-21,2025-03-21,2,2,2,True,0
S000575,Kroger,Kroger Site 9,2025-03-18,2025-03-20,2025-03-20,1,2,2,True,0
S000576,Lex & Co,Lex & Co Site 75,2025-03-19,2025-03-22,2025-03-22,1,3,3,True,0
S000577,Taxify LLP,Taxify LLP Site 24,2025-03-19,2025-03-21,2025-03-21,1,2,2,True,0
S000578,Kroger,Kroger Site 12,2025-03-21,2025-03-23,2025-03-23,1,2,2,True,0
S000579,Kroger,Kroger Site 67,2025-03-19,2025-03-22,2025-03-22,1,3,3,True,0
S000580,Lex & Co,Lex & Co Site 22,2025-03-21,2025-03-23,2025-03-23,1,2,2,True,0
S000581,Taxify LLP,Taxify LLP Site 24,2025-03-21,2025-03-23,2025-03-23,1,2,2,True,0
S000582,Lex & Co,Lex & Co Site 14,2025-03-21,2025-03-24,2025-03-24,1,3,3,True,0
S000583,Lex & Co,Lex & Co Site 47,2025-03-21,2025-03-23,2025-03-23,1,2,2,True,0
S000584,Taxify LLP,Taxify LLP Site 59,2025-03-20,2025-03-24,2025-03-24,1,4,4,True,0
S000585,Kroger,Kroger Site 43,2025-03-23,2025-03-25,2025-03-25,1,2,2,True,0
S000586,Taxify LLP,Taxify LLP Site 65,2025-03-22,2025-03-24,2025-03-24,1,2,2,True,0
S000587,Kroger,Kroger Site 17,2025-03-23,2025-03-25,2025-03-25,1,2,2,True,0
S000588,Kroger,Kroger Site 20,2025-03-23,2025-03-25,2025-03-26,1,2,3,False,1
S000589,Kroger,Kroger Site 60,2025-03-22,2025-03-24,2025-03-24,1,2,2,True,0
S000590,Kroger,Kroger Site 54,2025-03-23,2025-03-25,2025-03-25,1,2,2,True,0
S000591,Kroger,Kroger Site 60,2025-03-23,2025-03-26,2025-03-26,1,3,3,True,0
S000592,Kroger,Kroger Site 35,2025-03-25,2025-03-30,2025-03-30,1,5,5,True,0
S000593,Lex & Co,Lex & Co Site 17,2025-03-25,2025-03-28,2025-03-28,1,3,3,True,0
S000594,Lex & Co,Lex & Co Site 39,2025-03-27,2025-03-29,2025-03-29,1,2,2,True,0
S000595,Kroger,Kroger Site 62,2025-03-26,2025-03-29,2025-03-29,1,3,3,True,0
S000596,Lex & Co,Lex & Co Site 39,2025-03-26,2025-03-28,2025-03-28,1,2,2,True,0
S000597,Kroger,Kroger Site 48,2025-03-27,2025-03-30,2025-03-30,1,3,3,True,0
S000598,Lex & Co,Lex & Co Site 20,2025-03-29,2025-04-01,2025-04-01,1,3,3,True,0
S000599,Lex & Co,Lex & Co Site 32,2025-03-28,2025-04-01,2025-04-01,1,4,4,True,0
S000600,Lex & Co,Lex & Co Site 39,2025-03-29,2025-04-01,2025-04-01,1,3,3,True,0
S000601,Taxify LLP,Taxify LLP Site 58,2025-03-27,2025-03-31,2025-04-01,1,4,5,False,1
S000602,Kroger,Kroger Site 13,2025-03-30,2025-04-01,2025-04-01,1,2,2,True,0
S000603,Kroger,Kroger Site 29,2025-03-28,2025-04-01,2025-04-01,1,4,4,True,0
S000604,Kroger,Kroger Site 11,2025-03-31,2025-04-02,2025-04-02,1,2,2,True,0
S000605,Kroger,Kroger Site 13,2025-03-29,2025-03-31,2025-04-01,1,2,3,False,1
S000606,Kroger,Kroger Site 58,2025-03-31,2025-04-03,2025-04-03,1,3,3,True,0
S000607,Lex & Co,Lex & Co Site 74,2025-03-29,2025-03-31,2025-03-31,1,2,2,True,0
S000608,Kroger,Kroger Site 18,2025-03-30,2025-04-01,2025-04-01,1,2,2,True,0
S000609,Kroger,Kroger Site 58,2025-03-31,2025-04-02,2025-04-02,1,2,2,True,0
S000610,Kroger,Kroger Site 64,2025-03-30,2025-04-02,2025-04-02,1,3,3,True,0
S000611,Kroger,Kroger Site 34,2025-04-02,2025-04-04,2025-04-04,1,2,2,True,0
S000612,Kroger,Kroger Site 47,2025-04-01,2025-04-03,2025-04-03,1,2,2,True,0
S000613,Kroger,Kroger Site 51,2025-03-31,2025-04-02,2025-04-02,1,2,2,True,0
S000614,Kroger,Kroger Site 64,2025-03-31,2025-04-02,2025-04-02,1,2,2,True,0
S000615,Taxify LLP,Taxify LLP Site 32,2025-04-01,2025-04-04,2025-04-04,1,3,3,True,0
S000616,Kroger,Kroger Site 45,2025-04-03,2025-04-05,2025-04-05,1,2,2,True,0
S000617,Kroger,Kroger Site 47,2025-04-04,2025-04-08,2025-04-08,1,4,4,True,0
S000618,Kroger,Kroger Site 48,2025-04-04,2025-04-07,2025-04-07,1,3,3,True,0
S000619,Lex & Co,Lex & Co Site 79,2025-04-04,2025-04-06,2025-04-06,1,2,2,True,0
S000620,Taxify LLP,Taxify LLP Site 63,2025-04-03,2025-04-06,2025-04-06,1,3,3,True,0
S000621,Kroger,Kroger Site 21,2025-04-05,2025-04-07,2025-04-07,1,2,2,True,0
S000622,Kroger,Kroger Site 21,2025-04-04,2025-04-07,2025-04-07,1,3,3,True,0
S000623,Lex & Co,Lex & Co Site 59,2025-04-05,2025-04-07,2025-04-07,1,2,2,True,0
S000624,Kroger,Kroger Site 17,2025-04-07,2025-04-11,2025-04-11,1,4,4,True,0
S000625,Taxify LLP,Taxify LLP Site 17,2025-04-07,2025-04-12,2025-04-12,1,5,5,True,0
S000626,Kroger,Kroger Site 5,2025-04-06,2025-04-08,2025-04-08,1,2,2,True,0
S000627,Kroger,Kroger Site 3,2025-04-07,2025-04-09,2025-04-09,1,2,2,True,0
S000628,Taxify LLP,Taxify LLP Site 19,2025-04-08,2025-04-11,2025-04-11,1,3,3,True,0
S000629,Kroger,Kroger Site 2,2025-04-09,2025-04-11,2025-04-12,1,2,3,False,1
S000630,Taxify LLP,Taxify LLP Site 77,2025-04-10,2025-04-12,2025-04-12,1,2,2,True,0
S000631,Kroger,Kroger Site 74,2025-04-10,2025-04-12,2025-04-12,1,2,2,True,0
S000632,Lex & Co,Lex & Co Site 49,2025-04-09,2025-04-14,2025-04-14,1,5,5,True,0
S000633,Lex & Co,Lex & Co Site 56,2025-04-10,2025-04-12,2025-04-12,1,2,2,True,0
S000634,Lex & Co,Lex & Co Site 7,2025-04-10,2025-04-13,2025-04-13,1,3,3,True,0
S000635,Taxify LLP,Taxify LLP Site 25,2025-04-09,2025-04-11,2025-04-11,1,2,2,True,0
S000636,Lex & Co,Lex & Co Site 55,2025-04-12,2025-04-14,2025-04-14,1,2,2,True,0
S000637,Lex & Co,Lex & Co Site 56,2025-04-11,2025-04-16,2025-04-16,1,5,5,True,0
S000638,Lex & Co,Lex & Co Site 67,2025-04-12,2025-04-15,2025-04-15,1,3,3,True,0
S000639,Taxify LLP,Taxify LLP Site 48,2025-04-12,2025-04-14,2025-04-14,1,2,2,True,0
S000640,Kroger,Kroger Site 48,2025-04-12,2025-04-15,2025-04-15,1,3,3,True,0
S000641,Lex & Co,Lex & Co Site 55,2025-04-11,2025-04-14,2025-04-14,1,3,3,True,0
S000642,Taxify LLP,Taxify LLP Site 48,2025-04-11,2025-04-13,2025-04-13,1,2,2,True,0
S000643,Taxify LLP,Taxify LLP Site 60,2025-04-11,2025-04-14,2025-04-14,1,3,3,True,0
S000644,Kroger,Kroger Site 10,2025-04-13,2025-04-18,2025-04-18,1,5,5,True,0
S000645,Kroger,Kroger Site 22,2025-04-14,2025-04-18,2025-04-18,1,4,4,True,0
S000646,Taxify LLP,Taxify LLP Site 21,2025-04-13,2025-04-16,2025-04-16,1,3,3,True,0
S000647,Taxify LLP,Taxify LLP Site 37,2025-04-13,2025-04-16,2025-04-16,1,3,3,True,0
S000648,Kroger,Kroger Site 1,2025-04-15,2025-04-19,2025-04-19,1,4,4,True,0
S000649,Kroger,Kroger Site 10,2025-04-13,2025-04-15,2025-04-15,1,2,2,True,0
S000650,Kroger,Kroger Site 30,2025-04-14,2025-04-18,2025-04-18,1,4,4,True,0
S000651,Kroger,Kroger Site 66,2025-04-15,2025-04-17,2025-04-17,1,2,2,True,0
S000652,Taxify LLP,Taxify LLP Site 21,2025-04-14,2025-04-16,2025-04-16,1,2,2,True,0
S000653,Taxify LLP,Taxify LLP Site 30,2025-04-14,2025-04-18,2025-04-18,1,4,4,True,0
S000654,Taxify LLP,Taxify LLP Site 37,2025-04-13,2025-04-16,2025-04-16,1,3,3,True,0
S000655,Kroger,Kroger Site 1,2025-04-16,2025-04-18,2025-04-18,1,2,2,True,0
S000656,Kroger,Kroger Site 47,2025-04-14,2025-04-17,2025-04-17,1,3,3,True,0
S000657,Kroger,Kroger Site 6,2025-04-14,2025-04-16,2025-04-17,1,2,3,False,1
S000658,Kroger,Kroger Site 66,2025-04-15,2025-04-18,2025-04-19,1,3,4,False,1
S000659,Lex & Co,Lex & Co Site 31,2025-04-16,2025-04-18,2025-04-18,1,2,2,True,0
S000660,Taxify LLP,Taxify LLP Site 30,2025-04-14,2025-04-16,2025-04-16,1,2,2,True,0
S000661,Kroger,Kroger Site 43,2025-04-15,2025-04-18,2025-04-18,1,3,3,True,0
S000662,Kroger,Kroger Site 58,2025-04-17,2025-04-19,2025-04-19,1,2,2,True,0
S000663,Taxify LLP,Taxify LLP Site 73,2025-04-15,2025-04-17,2025-04-18,1,2,3,False,1
S000664,Kroger,Kroger Site 22,2025-04-16,2025-04-18,2025-04-19,1,2,3,False,1
S000665,Kroger,Kroger Site 38,2025-04-17,2025-04-19,2025-04-19,1,2,2,True,0
S000666,Kroger,Kroger Site 53,2025-04-17,2025-04-20,2025-04-20,1,3,3,True,0
S000667,Taxify LLP,Taxify LLP Site 35,2025-04-18,2025-04-20,2025-04-20,1,2,2,True,0
S000668,Kroger,Kroger Site 22,2025-04-19,2025-04-21,2025-04-21,1,2,2,True,0
S000669,Kroger,Kroger Site 16,2025-04-21,2025-04-24,2025-04-24,1,3,3,True,0
S000670,Kroger,Kroger Site 24,2025-04-21,2025-04-24,2025-04-24,1,3,3,True,0
S000671,Kroger,Kroger Site 75,2025-04-20,2025-04-24,2025-04-24,1,4,4,True,0
S000672,Kroger,Kroger Site 8,2025-04-20,2025-04-24,2025-04-24,1,4,4,True,0
S000673,Lex & Co,Lex & Co Site 58,2025-04-21,2025-04-25,2025-04-25,1,4,4,True,0
S000674,Taxify LLP,Taxify LLP Site 69,2025-04-20,2025-04-22,2025-04-22,1,2,2,True,0
S000675,Kroger,Kroger Site 16,2025-04-21,2025-04-23,2025-04-23,1,2,2,True,0
S000676,Kroger,Kroger Site 18,2025-04-20,2025-04-22,2025-04-22,1,2,2,True,0
S000677,Kroger,Kroger Site 50,2025-04-20,2025-04-22,2025-04-22,1,2,2,True,0
S000678,Lex & Co,Lex & Co Site 58,2025-04-20,2025-04-22,2025-04-23,1,2,3,False,1
S000679,Kroger,Kroger Site 16,2025-04-23,2025-04-25,2025-04-25,1,2,2,True,0
S000680,Taxify LLP,Taxify LLP Site 14,2025-04-22,2025-04-24,2025-04-24,1,2,2,True,0
S000681,Kroger,Kroger Site 16,2025-04-24,2025-04-26,2025-04-27,1,2,3,False,1
S000682,Kroger,Kroger Site 25,2025-04-22,2025-04-24,2025-04-24,1,2,2,True,0
S000683,Lex & Co,Lex & Co Site 2,2025-04-24,2025-04-26,2025-04-26,1,2,2,True,0
S000684,Lex & Co,Lex & Co Site 41,2025-04-22,2025-04-25,2025-04-25,1,3,3,True,0
S000685,Taxify LLP,Taxify LLP Site 2,2025-04-22,2025-04-25,2025-04-25,1,3,3,True,0
S000686,Taxify LLP,Taxify LLP Site 7,2025-04-22,2025-04-25,2025-04-26,1,3,4,False,1
S000687,Taxify LLP,Taxify LLP Site 79,2025-04-22,2025-04-25,2025-04-25,1,3,3,True,0
S000688,Kroger,Kroger Site 24,2025-04-24,2025-04-27,2025-04-27,1,3,3,True,0
S000689,Kroger,Kroger Site 45,2025-04-23,2025-04-26,2025-04-27,1,3,4,False,1
S000690,Kroger,Kroger Site 32,2025-04-26,2025-04-28,2025-04-28,1,2,2,True,0
S000691,Kroger,Kroger Site 45,2025-04-26,2025-04-29,2025-04-29,1,3,3,True,0
S000692,Kroger,Kroger Site 71,2025-04-26,2025-04-29,2025-04-29,1,3,3,True,0
S000693,Lex & Co,Lex & Co Site 78,2025-04-26,2025-04-29,2025-04-29,1,3,3,True,0
S000694,Taxify LLP,Taxify LLP Site 3,2025-04-26,2025-04-28,2025-04-28,1,2,2,True,0
S000695,Taxify LLP,Taxify LLP Site 53,2025-04-26,2025-04-29,2025-04-29,1,3,3,True,0
S000696,Taxify LLP,Taxify LLP Site 66,2025-04-25,2025-04-28,2025-04-28,1,3,3,True,0
S000697,Kroger,Kroger Site 38,2025-04-27,2025-04-29,2025-04-30,1,2,3,False,1
S000698,Kroger,Kroger Site 71,2025-04-25,2025-04-29,2025-04-29,1,4,4,True,0
S000699,Taxify LLP,Taxify LLP Site 46,2025-04-25,2025-04-27,2025-04-27,1,2,2,True,0
S000700,Kroger,Kroger Site 47,2025-04-26,2025-04-28,2025-04-28,1,2,2,True,0
S000701,Kroger,Kroger Site 54,2025-04-27,2025-04-29,2025-04-29,1,2,2,True,0
S000702,Taxify LLP,Taxify LLP Site 71,2025-04-27,2025-04-30,2025-04-30,1,3,3,True,0
S000703,Kroger,Kroger Site 47,2025-04-29,2025-05-03,2025-05-03,1,4,4,True,0
S000704,Kroger,Kroger Site 49,2025-04-29,2025-05-03,2025-05-03,1,4,4,True,0
S000705,Kroger,Kroger Site 52,2025-04-29,2025-05-02,2025-05-02,1,3,3,True,0
S000706,Taxify LLP,Taxify LLP Site 10,2025-04-28,2025-04-30,2025-04-30,1,2,2,True,0
S000707,Taxify LLP,Taxify LLP Site 38,2025-04-28,2025-05-02,2025-05-02,1,4,4,True,0
S000708,Kroger,Kroger Site 25,2025-04-28,2025-05-02,2025-05-02,1,4,4,True,0
S000709,Taxify LLP,Taxify LLP Site 38,2025-04-28,2025-05-03,2025-05-03,1,5,5,True,0
S000710,Taxify LLP,Taxify LLP Site 8,2025-04-29,2025-05-02,2025-05-02,1,3,3,True,0
S000711,Kroger,Kroger Site 25,2025-04-30,2025-05-02,2025-05-02,1,2,2,True,0
S000712,Taxify LLP,Taxify LLP Site 27,2025-04-30,2025-05-04,2025-05-04,1,4,4,True,0
S000713,Kroger,Kroger Site 32,2025-05-03,2025-05-07,2025-05-07,1,4,4,True,0
S000714,Kroger,Kroger Site 12,2025-05-05,2025-05-07,2025-05-07,1,2,2,True,0
S000715,Lex & Co,Lex & Co Site 26,2025-05-04,2025-05-06,2025-05-06,1,2,2,True,0
S000716,Kroger,Kroger Site 36,2025-05-07,2025-05-10,2025-05-12,1,3,5,False,2
S000717,Kroger,Kroger Site 22,2025-05-08,2025-05-11,2025-05-11,1,3,3,True,0
S000718,Taxify LLP,Taxify LLP Site 49,2025-05-08,2025-05-11,2025-05-11,1,3,3,True,0
S000719,Kroger,Kroger Site 28,2025-05-09,2025-05-14,2025-05-14,1,5,5,True,0
S000720,Kroger,Kroger Site 75,2025-05-07,2025-05-09,2025-05-10,1,2,3,False,1
S000721,Kroger,Kroger Site 23,2025-05-09,2025-05-11,2025-05-13,1,2,4,False,2
S000722,Kroger,Kroger Site 76,2025-05-11,2025-05-14,2025-05-14,1,3,3,True,0
S000723,Lex & Co,Lex & Co Site 51,2025-05-10,2025-05-12,2025-05-12,1,2,2,True,0
S000724,Lex & Co,Lex & Co Site 52,2025-05-09,2025-05-11,2025-05-11,1,2,2,True,0
S000725,Kroger,Kroger Site 44,2025-05-11,2025-05-14,2025-05-14,1,3,3,True,0
S000726,Kroger,Kroger Site 76,2025-05-10,2025-05-15,2025-05-15,1,5,5,True,0
S000727,Kroger,Kroger Site 74,2025-05-13,2025-05-15,2025-05-15,1,2,2,True,0
S000728,Kroger,Kroger Site 74,2025-05-13,2025-05-15,2025-05-15,1,2,2,True,0
S000729,Lex & Co,Lex & Co Site 40,2025-05-13,2025-05-17,2025-05-17,1,4,4,True,0
S000730,Kroger,Kroger Site 25,2025-05-15,2025-05-19,2025-05-19,1,4,4,True,0
S000731,Kroger,Kroger Site 36,2025-05-15,2025-05-17,2025-05-17,1,2,2,True,0
S000732,Kroger,Kroger Site 8,2025-05-17,2025-05-19,2025-05-20,1,2,3,False,1
S000733,Lex & Co,Lex & Co Site 6,2025-05-15,2025-05-19,2025-05-20,1,4,5,False,1
S000734,Taxify LLP,Taxify LLP Site 74,2025-05-16,2025-05-20,2025-05-20,1,4,4,True,0
S000735,Kroger,Kroger Site 14,2025-05-17,2025-05-20,2025-05-20,1,3,3,True,0
S000736,Kroger,Kroger Site 25,2025-05-17,2025-05-22,2025-05-22,1,5,5,True,0
S000737,Lex & Co,Lex & Co Site 6,2025-05-17,2025-05-19,2025-05-19,1,2,2,True,0
S000738,Taxify LLP,Taxify LLP Site 12,2025-05-17,2025-05-19,2025-05-21,1,2,4,False,2
S000739,Kroger,Kroger Site 57,2025-05-17,2025-05-20,2025-05-20,1,3,3,True,0
S000740,Kroger,Kroger Site 77,2025-05-18,2025-05-21,2025-05-21,1,3,3,True,0
S000741,Kroger,Kroger Site 26,2025-05-19,2025-05-21,2025-05-21,1,2,2,True,0
S000742,Kroger,Kroger Site 54,2025-05-20,2025-05-23,2025-05-23,1,3,3,True,0
S000743,Kroger,Kroger Site 57,2025-05-20,2025-05-22,2025-05-22,1,2,2,True,0
S000744,Kroger,Kroger Site 58,2025-05-18,2025-05-20,2025-05-21,1,2,3,False,1
S000745,Kroger,Kroger Site 72,2025-05-19,2025-05-22,2025-05-22,1,3,3,True,0
S000746,Kroger,Kroger Site 77,2025-05-18,2025-05-22,2025-05-22,1,4,4,True,0
S000747,Kroger,Kroger Site 23,2025-05-19,2025-05-22,2025-05-22,1,3,3,True,0
S000748,Kroger,Kroger Site 26,2025-05-20,2025-05-23,2025-05-23,1,3,3,True,0
S000749,Kroger,Kroger Site 69,2025-05-21,2025-05-23,2025-05-23,1,2,2,True,0
S000750,Lex & Co,Lex & Co Site 13,2025-05-20,2025-05-24,2025-05-24,1,4,4,True,0
S000751,Kroger,Kroger Site 23,2025-05-21,2025-05-23,2025-05-23,1,2,2,True,0
S000752,Kroger,Kroger Site 3,2025-05-23,2025-05-26,2025-05-26,1,3,3,True,0
S000753,Kroger,Kroger Site 56,2025-05-21,2025-05-23,2025-05-23,1,2,2,True,0
S000754,Lex & Co,Lex & Co Site 53,2025-05-23,2025-05-26,2025-05-26,1,3,3,True,0
S000755,Lex & Co,Lex & Co Site 62,2025-05-23,2025-05-25,2025-05-25,1,2,2,True,0
S000756,Kroger,Kroger Site 31,2025-05-24,2025-05-26,2025-05-26,1,2,2,True,0
S000757,Kroger,Kroger Site 39,2025-05-23,2025-05-26,2025-05-26,1,3,3,True,0
S000758,Lex & Co,Lex & Co Site 30,2025-05-24,2025-05-28,2025-05-28,1,4,4,True,0
S000759,Kroger,Kroger Site 4,2025-05-25,2025-05-29,2025-05-30,1,4,5,False,1
S000760,Kroger,Kroger Site 13,2025-05-27,2025-05-30,2025-05-31,1,3,4,False,1
S000761,Kroger,Kroger Site 40,2025-05-26,2025-05-29,2025-05-29,1,3,3,True,0
S000762,Kroger,Kroger Site 71,2025-05-26,2025-05-30,2025-05-30,1,4,4,True,0
S000763,Kroger,Kroger Site 78,2025-05-27,2025-05-30,2025-05-31,1,3,4,False,1
S000764,Taxify LLP,Taxify LLP Site 33,2025-05-27,2025-05-30,2025-05-30,1,3,3,True,0
S000765,Kroger,Kroger Site 31,2025-05-26,2025-05-28,2025-05-28,1,2,2,True,0
S000766,Kroger,Kroger Site 71,2025-05-28,2025-05-31,2025-05-31,1,3,3,True,0
S000767,Kroger,Kroger Site 78,2025-05-28,2025-05-30,2025-05-30,1,2,2,True,0
S000768,Kroger,Kroger Site 65,2025-05-29,2025-05-31,2025-05-31,1,2,2,True,0
S000769,Kroger,Kroger Site 23,2025-05-31,2025-06-03,2025-06-03,1,3,3,True,0
S000770,Lex & Co,Lex & Co Site 63,2025-05-30,2025-06-01,2025-06-01,1,2,2,True,0
S000771,Kroger,Kroger Site 19,2025-05-30,2025-06-01,2025-06-01,1,2,2,True,0
S000772,Taxify LLP,Taxify LLP Site 20,2025-06-01,2025-06-05,2025-06-05,1,4,4,True,0
S000773,Taxify LLP,Taxify LLP Site 50,2025-05-31,2025-06-02,2025-06-02,1,2,2,True,0
S000774,Kroger,Kroger Site 19,2025-06-02,2025-06-04,2025-06-04,1,2,2,True,0
S000775,Kroger,Kroger Site 52,2025-06-01,2025-06-04,2025-06-04,1,3,3,True,0
S000776,Taxify LLP,Taxify LLP Site 20,2025-05-31,2025-06-03,2025-06-03,1,3,3,True,0
S000777,Taxify LLP,Taxify LLP Site 50,2025-06-02,2025-06-06,2025-06-06,1,4,4,True,0
S000778,Kroger,Kroger Site 51,2025-06-02,2025-06-04,2025-06-05,1,2,3,False,1
S000779,Kroger,Kroger Site 52,2025-06-03,2025-06-05,2025-06-05,1,2,2,True,0
S000780,Kroger,Kroger Site 61,2025-06-01,2025-06-03,2025-06-03,1,2,2,True,0
S000781,Taxify LLP,Taxify LLP Site 20,2025-06-03,2025-06-05,2025-06-05,1,2,2,True,0
S000782,Kroger,Kroger Site 59,2025-06-04,2025-06-08,2025-06-08,1,4,4,True,0
S000783,Kroger,Kroger Site 69,2025-06-04,2025-06-08,2025-06-08,1,4,4,True,0
S000784,Kroger,Kroger Site 59,2025-06-04,2025-06-08,2025-06-08,1,4,4,True,0
S000785,Kroger,Kroger Site 30,2025-06-06,2025-06-10,2025-06-10,1,4,4,True,0
S000786,Kroger,Kroger Site 59,2025-06-04,2025-06-06,2025-06-07,1,2,3,False,1
S000787,Kroger,Kroger Site 14,2025-06-05,2025-06-09,2025-06-09,1,4,4,True,0
S000788,Kroger,Kroger Site 59,2025-06-05,2025-06-08,2025-06-08,1,3,3,True,0
S000789,Taxify LLP,Taxify LLP Site 13,2025-06-07,2025-06-09,2025-06-09,1,2,2,True,0
S000790,Taxify LLP,Taxify LLP Site 61,2025-06-07,2025-06-09,2025-06-09,1,2,2,True,0
S000791,Kroger,Kroger Site 38,2025-06-06,2025-06-08,2025-06-08,1,2,2,True,0
S000792,Kroger,Kroger Site 40,2025-06-07,2025-06-09,2025-06-09,1,2,2,True,0
S000793,Kroger,Kroger Site 46,2025-06-07,2025-06-09,2025-06-09,1,2,2,True,0
S000794,Kroger,Kroger Site 59,2025-06-06,2025-06-08,2025-06-08,1,2,2,True,0
S000795,Kroger,Kroger Site 6,2025-06-07,2025-06-10,2025-06-10,1,3,3,True,0
S000796,Kroger,Kroger Site 63,2025-06-07,2025-06-12,2025-06-12,1,5,5,True,0
S000797,Kroger,Kroger Site 9,2025-06-07,2025-06-10,2025-06-11,1,3,4,False,1
S000798,Lex & Co,Lex & Co Site 8,2025-06-08,2025-06-11,2025-06-11,1,3,3,True,0
S000799,Taxify LLP,Taxify LLP Site 61,2025-06-07,2025-06-10,2025-06-10,1,3,3,True,0
S000800,Kroger,Kroger Site 1,2025-06-07,2025-06-10,2025-06-10,1,3,3,True,0
S000801,Kroger,Kroger Site 6,2025-06-09,2025-06-11,2025-06-11,1,2,2,True,0
S000802,Lex & Co,Lex & Co Site 8,2025-06-09,2025-06-13,2025-06-13,1,4,4,True,0
S000803,Taxify LLP,Taxify LLP Site 76,2025-06-07,2025-06-09,2025-06-11,1,2,4,False,2
S000804,Kroger,Kroger Site 3,2025-06-08,2025-06-10,2025-06-10,1,2,2,True,0
S000805,Kroger,Kroger Site 33,2025-06-09,2025-06-11,2025-06-11,1,2,2,True,0
S000806,Kroger,Kroger Site 71,2025-06-11,2025-06-15,2025-06-15,1,4,4,True,0
S000807,Kroger,Kroger Site 74,2025-06-09,2025-06-14,2025-06-15,1,5,6,False,1
S000808,Lex & Co,Lex & Co Site 16,2025-06-11,2025-06-14,2025-06-14,1,3,3,True,0
S000809,Kroger,Kroger Site 33,2025-06-11,2025-06-13,2025-06-13,1,2,2,True,0
S000810,Lex & Co,Lex & Co Site 17,2025-06-11,2025-06-13,2025-06-13,1,2,2,True,0
S000811,Kroger,Kroger Site 73,2025-06-13,2025-06-15,2025-06-15,1,2,2,True,0
S000812,Taxify LLP,Taxify LLP Site 41,2025-06-12,2025-06-14,2025-06-14,1,2,2,True,0
S000813,Kroger,Kroger Site 57,2025-06-14,2025-06-16,2025-06-16,1,2,2,True,0
S000814,Kroger,Kroger Site 53,2025-06-14,2025-06-19,2025-06-19,1,5,5,True,0
S000815,Kroger,Kroger Site 57,2025-06-15,2025-06-17,2025-06-17,1,2,2,True,0
S000816,Lex & Co,Lex & Co Site 11,2025-06-13,2025-06-16,2025-06-16,1,3,3,True,0
S000817,Kroger,Kroger Site 12,2025-06-15,2025-06-18,2025-06-18,1,3,3,True,0
S000818,Kroger,Kroger Site 50,2025-06-16,2025-06-18,2025-06-18,1,2,2,True,0
S000819,Kroger,Kroger Site 12,2025-06-17,2025-06-20,2025-06-20,1,3,3,True,0
S000820,Kroger,Kroger Site 66,2025-06-18,2025-06-22,2025-06-22,1,4,4,True,0
S000821,Lex & Co,Lex & Co Site 60,2025-06-16,2025-06-19,2025-06-19,1,3,3,True,0
S000822,Lex & Co,Lex & Co Site 66,2025-06-18,2025-06-21,2025-06-21,1,3,3,True,0
S000823,Taxify LLP,Taxify LLP Site 63,2025-06-17,2025-06-20,2025-06-20,1,3,3,True,0
S000824,Kroger,Kroger Site 12,2025-06-18,2025-06-23,2025-06-23,1,5,5,True,0
S000825,Kroger,Kroger Site 13,2025-06-17,2025-06-20,2025-06-20,1,3,3,True,0
S000826,Kroger,Kroger Site 15,2025-06-18,2025-06-21,2025-06-23,1,3,5,False,2
S000827,Kroger,Kroger Site 42,2025-06-17,2025-06-19,2025-06-19,1,2,2,True,0
S000828,Kroger,Kroger Site 5,2025-06-17,2025-06-21,2025-06-22,1,4,5,False,1
S000829,Kroger,Kroger Site 50,2025-06-18,2025-06-20,2025-06-20,1,2,2,True,0
S000830,Kroger,Kroger Site 12,2025-06-19,2025-06-21,2025-06-21,1,2,2,True,0
S000831,Kroger,Kroger Site 29,2025-06-20,2025-06-23,2025-06-23,1,3,3,True,0
S000832,Kroger,Kroger Site 5,2025-06-20,2025-06-22,2025-06-22,1,2,2,True,0
S000833,Kroger,Kroger Site 59,2025-06-18,2025-06-20,2025-06-20,1,2,2,True,0
