order_id,device_id,client,order_date,toner_color,reason,oversupply_flag,ship_date,eta_date,delivered_date
O0000965,KROGER-1174,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000966,KROGER-1252,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000967,KROGER-1196,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000968,KROGER-1271,Kroger,2025-03-18,M,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000969,KROGER-1148,Kroger,2025-03-18,M,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000970,KROGER-1075,Kroger,2025-03-18,M,manual_bulk,True,2025-03-19,2025-03-23,2025-03-23
O0000971,KROGER-1262,Kroger,2025-03-18,M,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000972,KROGER-1244,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000973,KROGER-1001,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000974,KROGER-1090,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000975,KROGER-1264,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000976,KROGER-1188,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000977,KROGER-1163,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-22,2025-03-22
O0000978,KROGER-1274,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000979,KROGER-1004,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000980,KROGER-1174,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000981,KROGER-1156,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000982,KROGER-1090,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000983,KROGER-1218,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000984,KROGER-1181,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000985,KROGER-1095,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-22,2025-03-22
O0000986,KROGER-1133,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000987,KROGER-1206,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000988,KROGER-1118,Kroger,2025-03-18,C,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000989,KROGER-1119,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000990,KROGER-1001,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000991,KROGER-1085,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-25,2025-03-25
O0000992,KROGER-1111,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000993,KROGER-1049,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000994,KROGER-1019,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000995,KROGER-1229,Kroger,2025-03-18,C,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000996,KROGER-1246,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000997,KROGER-1248,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-24
O0000998,KROGER-1276,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000999,KROGER-1246,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001000,KROGER-1170,Kroger,2025-03-18,C,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001001,KROGER-1232,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001002,KROGER-1268,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001003,KROGER-1258,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001004,KROGER-1263,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001005,KROGER-1037,Kroger,2025-03-18,C,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0001006,KROGER-1145,Kroger,2025-03-18,C,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001007,KROGER-1020,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001008,KROGER-1272,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001009,KROGER-1192,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001010,KROGER-1133,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001011,KROGER-1005,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001012,KROGER-1025,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001013,KROGER-1243,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-22,2025-03-22
O0001014,KROGER-1196,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001015,KROGER-1031,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001016,KROGER-1293,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001017,KROGER-1046,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001018,KROGER-1274,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0001019,KROGER-1090,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001020,KROGER-1136,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0001021,KROGER-1142,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001022,KROGER-1192,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001023,KROGER-1134,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001024,KROGER-1221,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001025,KROGER-1173,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001026,KROGER-1271,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001027,KROGER-1001,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001028,KROGER-1202,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001029,KROGER-1130,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001030,KROGER-1173,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001031,KROGER-1123,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-25,2025-03-26
O0001032,KROGER-1170,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001033,KROGER-1090,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001034,KROGER-1095,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-22,2025-03-22
O0001035,KROGER-1139,Kroger,2025-03-18,C,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001036,KROGER-1147,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001037,KROGER-1188,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001038,KROGER-1091,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-23,2025-03-23
O0001039,KROGER-1283,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001040,KROGER-1188,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001041,KROGER-1238,Kroger,2025-03-18,C,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001042,KROGER-1015,Kroger,2025-03-18,C,manual_bulk,True,2025-03-18,2025-03-22,2025-03-22
O0001043,KROGER-1258,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001044,KROGER-1185,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001045,KROGER-1228,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001046,KROGER-1058,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001047,KROGER-1138,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001048,KROGER-1031,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001049,KROGER-1014,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001050,KROGER-1046,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001051,KROGER-1056,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0001052,KROGER-1113,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001053,KROGER-1257,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-24
O0001054,KROGER-1221,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001055,KROGER-1060,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001056,KROGER-1091,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-23,2025-03-23
O0001057,KROGER-1169,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001058,KROGER-1243,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-22,2025-03-22
O0001059,KROGER-1031,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001060,KROGER-1268,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001061,KROGER-1087,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-19,2025-03-21,2025-03-22
O0001062,KROGER-1163,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-22,2025-03-22
O0001063,KROGER-1201,Kroger,2025-03-18,M,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001064,KROGER-1179,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001065,KROGER-1218,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001066,KROGER-1246,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001067,KROGER-1147,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001068,KROGER-1242,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0001069,KROGER-1291,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001070,KROGER-1056,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-24,2025-03-24
O0001071,KROGER-1196,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001072,KROGER-1289,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001073,KROGER-1203,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-18,2025-03-22,2025-03-22
O0001074,KROGER-1133,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001075,KROGER-1085,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001076,KROGER-1020,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001077,KROGER-1090,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001078,KROGER-1063,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-19,2025-03-23,2025-03-23
O0001079,KROGER-1261,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001080,KROGER-1237,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001081,KROGER-1240,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001082,KROGER-1208,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001083,KROGER-1088,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-24
O0001084,KROGER-1171,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001085,KROGER-1226,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001086,KROGER-1018,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001087,KROGER-1272,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001088,KROGER-1171,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001089,KROGER-1165,Kroger,2025-03-18,C,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001090,KROGER-1141,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001091,KROGER-1287,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001092,KROGER-1113,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001093,KROGER-1272,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0001094,KROGER-1243,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-22,2025-03-22
O0001095,KROGER-1287,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001096,KROGER-1165,Kroger,2025-03-18,C,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001097,KROGER-1109,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-24,2025-03-24
O0001098,KROGER-1017,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-22,2025-03-24
O0001099,KROGER-1056,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-24,2025-03-24
O0001100,KROGER-1163,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-22,2025-03-22
O0001101,KROGER-1033,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001102,KROGER-1240,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001103,KROGER-1060,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001104,KROGER-1238,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001105,KROGER-1185,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001106,KROGER-1008,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-24
O0001107,KROGER-1210,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-20,2025-03-22,2025-03-24
O0001108,KROGER-1029,Kroger,2025-03-18,C,manual_bulk,True,2025-03-20,2025-03-24,2025-03-24
O0001109,KROGER-1187,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001110,KROGER-1081,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001111,KROGER-1145,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001112,KROGER-1239,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001113,KROGER-1289,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001114,KROGER-1214,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001115,KROGER-1271,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001116,KROGER-1185,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001117,KROGER-1170,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001118,KROGER-1225,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001119,KROGER-1108,Kroger,2025-03-18,C,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001120,KROGER-1060,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-22
O0001121,KROGER-1239,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001122,KROGER-1087,Kroger,2025-03-18,M,manual_bulk,True,2025-03-19,2025-03-21,2025-03-22
O0001123,KROGER-1293,Kroger,2025-03-18,M,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001124,KROGER-1157,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001125,KROGER-1058,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001126,KROGER-1036,Kroger,2025-03-18,C,manual_bulk,True,2025-03-20,2025-03-24,2025-03-24
O0001127,KROGER-1232,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001128,KROGER-1151,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001129,KROGER-1010,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001130,KROGER-1257,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-24
O0001131,KROGER-1115,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001132,KROGER-1204,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0001133,KROGER-1138,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001134,KROGER-1087,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-21,2025-03-22
O0001135,KROGER-1243,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001136,KROGER-1107,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0001137,KROGER-1055,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001138,KROGER-1141,Kroger,2025-03-18,C,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001139,KROGER-1258,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001140,KROGER-1017,Kroger,2025-03-18,C,manual_bulk,True,2025-03-20,2025-03-22,2025-03-24
O0001141,KROGER-1004,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-23,2025-03-23
O0001142,KROGER-1088,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-24
O0001143,KROGER-1020,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001144,KROGER-1060,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-22
O0001145,KROGER-1003,Kroger,2025-03-18,M,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001146,KROGER-1183,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001147,KROGER-1248,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-24
O0001148,KROGER-1028,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001149,KROGER-1124,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001150,KROGER-1253,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001151,KROGER-1010,Kroger,2025-03-18,C,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001152,KROGER-1246,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001153,KROGER-1277,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0001154,KROGER-1001,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001155,KROGER-1007,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0001156,KROGER-1188,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-23,2025-03-23
O0001157,KROGER-1237,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001158,KROGER-1020,Kroger,2025-03-18,M,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001159,KROGER-1085,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001160,KROGER-1261,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001161,KROGER-1023,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001162,KROGER-1007,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0001163,KROGER-1204,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001164,KROGER-1020,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001165,KROGER-1036,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-24,2025-03-24
O0001166,KROGER-1221,Kroger,2025-03-18,C,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001167,KROGER-1263,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001168,KROGER-1239,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001169,KROGER-1143,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-23,2025-03-23
O0001170,KROGER-1106,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001171,KROGER-1185,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001172,KROGER-1070,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-19,2025-03-23,2025-03-23
O0001173,KROGER-1019,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001174,KROGER-1165,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001175,KROGER-1024,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001176,KROGER-1049,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001177,KROGER-1283,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-22,2025-03-22
O0001178,KROGER-1008,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-24
O0001179,KROGER-1024,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001180,KROGER-1237,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001181,KROGER-1258,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001182,KROGER-1196,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-24,2025-03-24
O0001183,KROGER-1236,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001184,KROGER-1010,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001185,KROGER-1253,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001186,KROGER-1060,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-22
O0001187,KROGER-1243,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001188,KROGER-1169,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0001189,KROGER-1049,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001190,KROGER-1280,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001191,KROGER-1235,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001192,KROGER-1297,Kroger,2025-03-18,C,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0001193,KROGER-1165,Kroger,2025-03-18,C,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0001194,KROGER-1165,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001195,KROGER-1273,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001196,KROGER-1253,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001197,KROGER-1075,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0001198,KROGER-1145,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001199,KROGER-1047,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001200,KROGER-1085,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001201,KROGER-1112,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0001202,KROGER-1147,Kroger,2025-03-18,C,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001203,KROGER-1055,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0001204,KROGER-1111,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0001205,KROGER-1017,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-22,2025-03-24
