device_id,date,pages_printed,cum_pages
KROGER-1114,2024-11-04,332,21022
KROGER-1114,2024-11-05,382,21404
KROGER-1114,2024-11-06,375,21779
KROGER-1114,2024-11-07,306,22085
KROGER-1114,2024-11-08,428,22513
KROGER-1114,2024-11-09,388,22901
KROGER-1114,2024-11-10,390,23291
KROGER-1114,2024-11-11,395,23686
KROGER-1114,2024-11-12,378,24064
KROGER-1114,2024-11-13,390,24454
KROGER-1114,2024-11-14,344,24798
KROGER-1114,2024-11-15,375,25173
KROGER-1114,2024-11-16,337,25510
KROGER-1114,2024-11-17,390,25900
KROGER-1114,2024-11-18,423,26323
KROGER-1114,2024-11-19,333,26656
KROGER-1114,2024-11-20,368,27024
KROGER-1114,2024-11-21,315,27339
KROGER-1114,2024-11-22,379,27718
KROGER-1114,2024-11-23,413,28131
KROGER-1114,2024-11-24,410,28541
KROGER-1114,2024-11-25,361,28902
KROGER-1114,2024-11-26,314,29216
KROGER-1114,2024-11-27,341,29557
KROGER-1114,2024-11-28,417,29974
KROGER-1114,2024-11-29,406,30380
KROGER-1114,2024-11-30,395,30775
KROGER-1114,2024-12-01,403,31178
KROGER-1114,2024-12-02,348,31526
KROGER-1114,2024-12-03,418,31944
KROGER-1114,2024-12-04,357,32301
KROGER-1114,2024-12-05,392,32693
KROGER-1114,2024-12-06,339,33032
KROGER-1114,2024-12-07,392,33424
KROGER-1114,2024-12-08,438,33862
KROGER-1114,2024-12-09,350,34212
KROGER-1114,2024-12-10,402,34614
KROGER-1114,2024-12-11,346,34960
KROGER-1114,2024-12-12,352,35312
KROGER-1114,2024-12-13,379,35691
KROGER-1114,2024-12-14,429,36120
KROGER-1114,2024-12-15,389,36509
KROGER-1114,2024-12-16,398,36907
KROGER-1114,2024-12-17,414,37321
KROGER-1114,2024-12-18,356,37677
KROGER-1114,2024-12-19,333,38010
KROGER-1114,2024-12-20,368,38378
KROGER-1114,2024-12-21,439,38817
KROGER-1114,2024-12-22,372,39189
KROGER-1114,2024-12-23,410,39599
KROGER-1114,2024-12-24,371,39970
KROGER-1114,2024-12-25,432,40402
KROGER-1114,2024-12-26,447,40849
KROGER-1114,2024-12-27,410,41259
KROGER-1114,2024-12-28,346,41605
KROGER-1114,2024-12-29,321,41926
KROGER-1114,2024-12-30,381,42307
KROGER-1114,2024-12-31,407,42714
KROGER-1114,2025-01-01,328,43042
KROGER-1114,2025-01-02,298,43340
KROGER-1114,2025-01-03,278,43618
KROGER-1114,2025-01-04,356,43974
KROGER-1114,2025-01-05,381,44355
KROGER-1114,2025-01-06,299,44654
KROGER-1114,2025-01-07,337,44991
KROGER-1114,2025-01-08,382,45373
KROGER-1114,2025-01-09,311,45684
KROGER-1114,2025-01-10,312,45996
KROGER-1114,2025-01-11,347,46343
KROGER-1114,2025-01-12,324,46667
KROGER-1114,2025-01-13,350,47017
KROGER-1114,2025-01-14,306,47323
KROGER-1114,2025-01-15,315,47638
KROGER-1114,2025-01-16,279,47917
KROGER-1114,2025-01-17,310,48227
KROGER-1114,2025-01-18,305,48532
KROGER-1114,2025-01-19,341,48873
KROGER-1114,2025-01-20,274,49147
KROGER-1114,2025-01-21,341,49488
KROGER-1114,2025-01-22,294,49782
KROGER-1114,2025-01-23,361,50143
KROGER-1114,2025-01-24,351,50494
KROGER-1114,2025-01-25,346,50840
KROGER-1114,2025-01-26,291,51131
KROGER-1114,2025-01-27,300,51431
KROGER-1114,2025-01-28,293,51724
KROGER-1114,2025-01-29,296,52020
KROGER-1114,2025-01-30,356,52376
KROGER-1114,2025-01-31,312,52688
KROGER-1114,2025-02-01,314,53002
KROGER-1114,2025-02-02,312,53314
KROGER-1114,2025-02-03,302,53616
KROGER-1114,2025-02-04,329,53945
KROGER-1114,2025-02-05,275,54220
KROGER-1114,2025-02-06,318,54538
KROGER-1114,2025-02-07,327,54865
KROGER-1114,2025-02-08,286,55151
KROGER-1114,2025-02-09,294,55445
KROGER-1114,2025-02-10,315,55760
KROGER-1114,2025-02-11,352,56112
KROGER-1114,2025-02-12,346,56458
KROGER-1114,2025-02-13,300,56758
KROGER-1114,2025-02-14,351,57109
KROGER-1114,2025-02-15,323,57432
KROGER-1114,2025-02-16,323,57755
KROGER-1114,2025-02-17,318,58073
KROGER-1114,2025-02-18,337,58410
KROGER-1114,2025-02-19,300,58710
KROGER-1114,2025-02-20,306,59016
KROGER-1114,2025-02-21,284,59300
KROGER-1114,2025-02-22,341,59641
KROGER-1114,2025-02-23,356,59997
KROGER-1114,2025-02-24,341,60338
KROGER-1114,2025-02-25,281,60619
KROGER-1114,2025-02-26,306,60925
KROGER-1114,2025-02-27,347,61272
KROGER-1114,2025-02-28,322,61594
KROGER-1114,2025-03-01,333,61927
KROGER-1114,2025-03-02,332,62259
KROGER-1114,2025-03-03,330,62589
KROGER-1114,2025-03-04,323,62912
KROGER-1114,2025-03-05,301,63213
KROGER-1114,2025-03-06,338,63551
KROGER-1114,2025-03-07,285,63836
KROGER-1114,2025-03-08,367,64203
KROGER-1114,2025-03-09,308,64511
KROGER-1114,2025-03-10,330,64841
KROGER-1114,2025-03-11,312,65153
KROGER-1114,2025-03-12,304,65457
KROGER-1114,2025-03-13,350,65807
KROGER-1114,2025-03-14,335,66142
KROGER-1114,2025-03-15,330,66472
KROGER-1114,2025-03-16,378,66850
KROGER-1114,2025-03-17,341,67191
KROGER-1114,2025-03-18,295,67486
KROGER-1114,2025-03-19,259,67745
KROGER-1114,2025-03-20,319,68064
KROGER-1114,2025-03-21,351,68415
KROGER-1114,2025-03-22,348,68763
KROGER-1114,2025-03-23,373,69136
KROGER-1114,2025-03-24,301,69437
KROGER-1114,2025-03-25,313,69750
KROGER-1114,2025-03-26,313,70063
KROGER-1114,2025-03-27,322,70385
KROGER-1114,2025-03-28,335,70720
KROGER-1114,2025-03-29,375,71095
KROGER-1114,2025-03-30,381,71476
KROGER-1114,2025-03-31,358,71834
KROGER-1114,2025-04-01,333,72167
KROGER-1114,2025-04-02,307,72474
KROGER-1114,2025-04-03,322,72796
KROGER-1114,2025-04-04,332,73128
KROGER-1114,2025-04-05,335,73463
KROGER-1114,2025-04-06,307,73770
KROGER-1114,2025-04-07,304,74074
KROGER-1114,2025-04-08,338,74412
KROGER-1114,2025-04-09,310,74722
KROGER-1114,2025-04-10,316,75038
KROGER-1114,2025-04-11,314,75352
KROGER-1114,2025-04-12,308,75660
KROGER-1114,2025-04-13,327,75987
KROGER-1114,2025-04-14,304,76291
KROGER-1114,2025-04-15,298,76589
KROGER-1114,2025-04-16,289,76878
KROGER-1114,2025-04-17,313,77191
KROGER-1114,2025-04-18,331,77522
KROGER-1114,2025-04-19,361,77883
KROGER-1114,2025-04-20,295,78178
KROGER-1114,2025-04-21,356,78534
KROGER-1114,2025-04-22,323,78857
KROGER-1114,2025-04-23,287,79144
KROGER-1114,2025-04-24,306,79450
KROGER-1114,2025-04-25,268,79718
KROGER-1114,2025-04-26,289,80007
KROGER-1114,2025-04-27,377,80384
KROGER-1114,2025-04-28,298,80682
KROGER-1114,2025-04-29,329,81011
KROGER-1114,2025-04-30,313,81324
KROGER-1114,2025-05-01,316,81640
KROGER-1114,2025-05-02,325,81965
KROGER-1114,2025-05-03,276,82241
KROGER-1114,2025-05-04,367,82608
KROGER-1114,2025-05-05,313,82921
KROGER-1114,2025-05-06,303,83224
KROGER-1114,2025-05-07,328,83552
KROGER-1114,2025-05-08,298,83850
KROGER-1114,2025-05-09,321,84171
KROGER-1114,2025-05-10,327,84498
KROGER-1114,2025-05-11,351,84849
KROGER-1114,2025-05-12,310,85159
KROGER-1114,2025-05-13,290,85449
KROGER-1114,2025-05-14,325,85774
KROGER-1114,2025-05-15,309,86083
KROGER-1114,2025-05-16,270,86353
KROGER-1114,2025-05-17,337,86690
KROGER-1114,2025-05-18,317,87007
KROGER-1114,2025-05-19,325,87332
KROGER-1114,2025-05-20,294,87626
KROGER-1114,2025-05-21,285,87911
KROGER-1114,2025-05-22,346,88257
KROGER-1114,2025-05-23,337,88594
KROGER-1114,2025-05-24,331,88925
KROGER-1114,2025-05-25,343,89268
KROGER-1114,2025-05-26,336,89604
KROGER-1114,2025-05-27,316,89920
KROGER-1114,2025-05-28,285,90205
KROGER-1114,2025-05-29,323,90528
KROGER-1114,2025-05-30,341,90869
KROGER-1114,2025-05-31,347,91216
KROGER-1114,2025-06-01,333,91549
KROGER-1114,2025-06-02,330,91879
KROGER-1114,2025-06-03,310,92189
KROGER-1114,2025-06-04,342,92531
KROGER-1114,2025-06-05,350,92881
KROGER-1114,2025-06-06,283,93164
KROGER-1114,2025-06-07,361,93525
KROGER-1114,2025-06-08,391,93916
KROGER-1114,2025-06-09,329,94245
KROGER-1114,2025-06-10,341,94586
KROGER-1114,2025-06-11,299,94885
KROGER-1114,2025-06-12,303,95188
KROGER-1114,2025-06-13,311,95499
KROGER-1114,2025-06-14,321,95820
KROGER-1114,2025-06-15,297,96117
KROGER-1114,2025-06-16,311,96428
KROGER-1114,2025-06-17,337,96765
KROGER-1114,2025-06-18,283,97048
KROGER-1114,2025-06-19,320,97368
KROGER-1114,2025-06-20,320,97688
KROGER-1114,2025-06-21,324,98012
KROGER-1114,2025-06-22,345,98357
KROGER-1114,2025-06-23,326,98683
KROGER-1114,2025-06-24,306,98989
KROGER-1114,2025-06-25,343,99332
KROGER-1114,2025-06-26,330,99662
KROGER-1114,2025-06-27,356,100018
KROGER-1114,2025-06-28,330,100348
KROGER-1114,2025-06-29,323,100671
KROGER-1114,2025-06-30,311,100982
KROGER-1114,2025-07-01,346,101328
KROGER-1114,2025-07-02,312,101640
KROGER-1114,2025-07-03,314,101954
KROGER-1114,2025-07-04,365,102319
KROGER-1114,2025-07-05,296,102615
KROGER-1114,2025-07-06,341,102956
KROGER-1114,2025-07-07,314,103270
KROGER-1114,2025-07-08,309,103579
KROGER-1114,2025-07-09,292,103871
KROGER-1114,2025-07-10,299,104170
KROGER-1114,2025-07-11,305,104475
KROGER-1114,2025-07-12,345,104820
KROGER-1114,2025-07-13,354,105174
KROGER-1114,2025-07-14,271,105445
KROGER-1114,2025-07-15,285,105730
KROGER-1114,2025-07-16,330,106060
KROGER-1114,2025-07-17,332,106392
KROGER-1114,2025-07-18,279,106671
KROGER-1114,2025-07-19,355,107026
KROGER-1114,2025-07-20,331,107357
KROGER-1114,2025-07-21,335,107692
KROGER-1114,2025-07-22,294,107986
KROGER-1114,2025-07-23,281,108267
KROGER-1114,2025-07-24,308,108575
KROGER-1114,2025-07-25,309,108884
KROGER-1114,2025-07-26,323,109207
KROGER-1114,2025-07-27,321,109528
KROGER-1114,2025-07-28,359,109887
KROGER-1114,2025-07-29,273,110160
KROGER-1114,2025-07-30,294,110454
KROGER-1114,2025-07-31,305,110759
KROGER-1114,2025-08-01,316,111075
KROGER-1114,2025-08-02,351,111426
KROGER-1114,2025-08-03,355,111781
KROGER-1114,2025-08-04,343,112124
KROGER-1114,2025-08-05,328,112452
KROGER-1114,2025-08-06,272,112724
KROGER-1114,2025-08-07,274,112998
KROGER-1114,2025-08-08,345,113343
KROGER-1114,2025-08-09,360,113703
KROGER-1114,2025-08-10,349,114052
KROGER-1114,2025-08-11,295,114347
KROGER-1114,2025-08-12,308,114655
KROGER-1114,2025-08-13,306,114961
KROGER-1114,2025-08-14,290,115251
KROGER-1114,2025-08-15,322,115573
KROGER-1114,2025-08-16,389,115962
KROGER-1114,2025-08-17,318,116280
KROGER-1114,2025-08-18,349,116629
KROGER-1114,2025-08-19,293,116922
KROGER-1114,2025-08-20,277,117199
KROGER-1114,2025-08-21,341,117540
KROGER-1114,2025-08-22,310,117850
KROGER-1114,2025-08-23,365,118215
KROGER-1114,2025-08-24,371,118586
KROGER-1114,2025-08-25,309,118895
KROGER-1114,2025-08-26,350,119245
KROGER-1114,2025-08-27,294,119539
KROGER-1114,2025-08-28,293,119832
KROGER-1114,2025-08-29,343,120175
KROGER-1114,2025-08-30,291,120466
KROGER-1114,2025-08-31,332,120798
KROGER-1115,2024-09-01,844,844
KROGER-1115,2024-09-02,807,1651
KROGER-1115,2024-09-03,705,2356
KROGER-1115,2024-09-04,789,3145
KROGER-1115,2024-09-05,665,3810
KROGER-1115,2024-09-06,691,4501
KROGER-1115,2024-09-07,781,5282
KROGER-1115,2024-09-08,790,6072
KROGER-1115,2024-09-09,669,6741
KROGER-1115,2024-09-10,839,7580
KROGER-1115,2024-09-11,621,8201
KROGER-1115,2024-09-12,733,8934
KROGER-1115,2024-09-13,742,9676
KROGER-1115,2024-09-14,660,10336
KROGER-1115,2024-09-15,848,11184
KROGER-1115,2024-09-16,687,11871
KROGER-1115,2024-09-17,736,12607
KROGER-1115,2024-09-18,749,13356
KROGER-1115,2024-09-19,645,14001
KROGER-1115,2024-09-20,668,14669
KROGER-1115,2024-09-21,863,15532
KROGER-1115,2024-09-22,763,16295
KROGER-1115,2024-09-23,573,16868
KROGER-1115,2024-09-24,713,17581
KROGER-1115,2024-09-25,728,18309
KROGER-1115,2024-09-26,743,19052
KROGER-1115,2024-09-27,613,19665
KROGER-1115,2024-09-28,765,20430
KROGER-1115,2024-09-29,716,21146
KROGER-1115,2024-09-30,743,21889
KROGER-1115,2024-10-01,760,22649
KROGER-1115,2024-10-02,754,23403
KROGER-1115,2024-10-03,812,24215
KROGER-1115,2024-10-04,858,25073
KROGER-1115,2024-10-05,697,25770
KROGER-1115,2024-10-06,743,26513
KROGER-1115,2024-10-07,774,27287
KROGER-1115,2024-10-08,723,28010
KROGER-1115,2024-10-09,571,28581
KROGER-1115,2024-10-10,719,29300
KROGER-1115,2024-10-11,802,30102
KROGER-1115,2024-10-12,681,30783
KROGER-1115,2024-10-13,780,31563
KROGER-1115,2024-10-14,619,32182
KROGER-1115,2024-10-15,781,32963
KROGER-1115,2024-10-16,744,33707
KROGER-1115,2024-10-17,697,34404
KROGER-1115,2024-10-18,706,35110
KROGER-1115,2024-10-19,675,35785
KROGER-1115,2024-10-20,829,36614
KROGER-1115,2024-10-21,684,37298
KROGER-1115,2024-10-22,760,38058
KROGER-1115,2024-10-23,674,38732
KROGER-1115,2024-10-24,859,39591
KROGER-1115,2024-10-25,821,40412
KROGER-1115,2024-10-26,894,41306
KROGER-1115,2024-10-27,901,42207
KROGER-1115,2024-10-28,693,42900
KROGER-1115,2024-10-29,679,43579
KROGER-1115,2024-10-30,849,44428
KROGER-1115,2024-10-31,722,45150
KROGER-1115,2024-11-01,935,46085
KROGER-1115,2024-11-02,875,46960
KROGER-1115,2024-11-03,876,47836
KROGER-1115,2024-11-04,935,48771
KROGER-1115,2024-11-05,738,49509
KROGER-1115,2024-11-06,931,50440
KROGER-1115,2024-11-07,913,51353
KROGER-1115,2024-11-08,839,52192
KROGER-1115,2024-11-09,922,53114
KROGER-1115,2024-11-10,934,54048
KROGER-1115,2024-11-11,893,54941
KROGER-1115,2024-11-12,925,55866
KROGER-1115,2024-11-13,819,56685
KROGER-1115,2024-11-14,1066,57751
KROGER-1115,2024-11-15,862,58613
KROGER-1115,2024-11-16,911,59524
KROGER-1115,2024-11-17,1064,60588
KROGER-1115,2024-11-18,748,61336
KROGER-1115,2024-11-19,1012,62348
KROGER-1115,2024-11-20,883,63231
KROGER-1115,2024-11-21,839,64070
KROGER-1115,2024-11-22,798,64868
KROGER-1115,2024-11-23,827,65695
KROGER-1115,2024-11-24,895,66590
KROGER-1115,2024-11-25,896,67486
KROGER-1115,2024-11-26,920,68406
KROGER-1115,2024-11-27,895,69301
KROGER-1115,2024-11-28,841,70142
KROGER-1115,2024-11-29,970,71112
KROGER-1115,2024-11-30,1117,72229
KROGER-1115,2024-12-01,1030,73259
KROGER-1115,2024-12-02,851,74110
KROGER-1115,2024-12-03,912,75022
KROGER-1115,2024-12-04,916,75938
KROGER-1115,2024-12-05,989,76927
KROGER-1115,2024-12-06,853,77780
KROGER-1115,2024-12-07,849,78629
KROGER-1115,2024-12-08,1004,79633
KROGER-1115,2024-12-09,905,80538
KROGER-1115,2024-12-10,799,81337
KROGER-1115,2024-12-11,926,82263
KROGER-1115,2024-12-12,1005,83268
KROGER-1115,2024-12-13,828,84096
KROGER-1115,2024-12-14,855,84951
KROGER-1115,2024-12-15,922,85873
KROGER-1115,2024-12-16,924,86797
KROGER-1115,2024-12-17,871,87668
KROGER-1115,2024-12-18,956,88624
KROGER-1115,2024-12-19,895,89519
KROGER-1115,2024-12-20,947,90466
KROGER-1115,2024-12-21,867,91333
KROGER-1115,2024-12-22,830,92163
KROGER-1115,2024-12-23,853,93016
KROGER-1115,2024-12-24,782,93798
KROGER-1115,2024-12-25,905,94703
KROGER-1115,2024-12-26,735,95438
KROGER-1115,2024-12-27,845,96283
KROGER-1115,2024-12-28,899,97182
KROGER-1115,2024-12-29,843,98025
KROGER-1115,2024-12-30,855,98880
KROGER-1115,2024-12-31,877,99757
KROGER-1115,2025-01-01,804,100561
KROGER-1115,2025-01-02,669,101230
KROGER-1115,2025-01-03,751,101981
KROGER-1115,2025-01-04,801,102782
KROGER-1115,2025-01-05,766,103548
KROGER-1115,2025-01-06,701,104249
KROGER-1115,2025-01-07,664,104913
KROGER-1115,2025-01-08,841,105754
KROGER-1115,2025-01-09,735,106489
KROGER-1115,2025-01-10,712,107201
KROGER-1115,2025-01-11,897,108098
KROGER-1115,2025-01-12,780,108878
KROGER-1115,2025-01-13,879,109757
KROGER-1115,2025-01-14,647,110404
KROGER-1115,2025-01-15,716,111120
KROGER-1115,2025-01-16,650,111770
KROGER-1115,2025-01-17,723,112493
KROGER-1115,2025-01-18,759,113252
KROGER-1115,2025-01-19,739,113991
KROGER-1115,2025-01-20,733,114724
KROGER-1115,2025-01-21,706,115430
KROGER-1115,2025-01-22,724,116154
KROGER-1115,2025-01-23,686,116840
KROGER-1115,2025-01-24,815,117655
KROGER-1115,2025-01-25,699,118354
KROGER-1115,2025-01-26,780,119134
KROGER-1115,2025-01-27,661,119795
KROGER-1115,2025-01-28,681,120476
KROGER-1115,2025-01-29,688,121164
KROGER-1115,2025-01-30,723,121887
KROGER-1115,2025-01-31,741,122628
KROGER-1115,2025-02-01,699,123327
KROGER-1115,2025-02-02,741,124068
KROGER-1115,2025-02-03,672,124740
KROGER-1115,2025-02-04,670,125410
KROGER-1115,2025-02-05,797,126207
KROGER-1115,2025-02-06,649,126856
KROGER-1115,2025-02-07,735,127591
KROGER-1115,2025-02-08,871,128462
KROGER-1115,2025-02-09,841,129303
KROGER-1115,2025-02-10,755,130058
KROGER-1115,2025-02-11,729,130787
KROGER-1115,2025-02-12,773,131560
KROGER-1115,2025-02-13,752,132312
KROGER-1115,2025-02-14,813,133125
KROGER-1115,2025-02-15,759,133884
KROGER-1115,2025-02-16,828,134712
KROGER-1115,2025-02-17,711,135423
KROGER-1115,2025-02-18,841,136264
KROGER-1115,2025-02-19,721,136985
KROGER-1115,2025-02-20,636,137621
KROGER-1115,2025-02-21,735,138356
KROGER-1115,2025-02-22,814,139170
KROGER-1115,2025-02-23,867,140037
KROGER-1115,2025-02-24,672,140709
KROGER-1115,2025-02-25,628,141337
KROGER-1115,2025-02-26,759,142096
KROGER-1115,2025-02-27,757,142853
KROGER-1115,2025-02-28,648,143501
KROGER-1115,2025-03-01,747,144248
KROGER-1115,2025-03-02,749,144997
KROGER-1115,2025-03-03,778,145775
KROGER-1115,2025-03-04,706,146481
KROGER-1115,2025-03-05,705,147186
KROGER-1115,2025-03-06,737,147923
KROGER-1115,2025-03-07,650,148573
KROGER-1115,2025-03-08,883,149456
KROGER-1115,2025-03-09,824,150280
KROGER-1115,2025-03-10,689,150969
KROGER-1115,2025-03-11,665,151634
KROGER-1115,2025-03-12,669,152303
KROGER-1115,2025-03-13,765,153068
KROGER-1115,2025-03-14,671,153739
KROGER-1115,2025-03-15,752,154491
KROGER-1115,2025-03-16,663,155154
KROGER-1115,2025-03-17,762,155916
KROGER-1115,2025-03-18,764,156680
KROGER-1115,2025-03-19,719,157399
KROGER-1115,2025-03-20,742,158141
KROGER-1115,2025-03-21,777,158918
KROGER-1115,2025-03-22,777,159695
KROGER-1115,2025-03-23,815,160510
KROGER-1115,2025-03-24,662,161172
KROGER-1115,2025-03-25,752,161924
KROGER-1115,2025-03-26,742,162666
KROGER-1115,2025-03-27,801,163467
KROGER-1115,2025-03-28,732,164199
KROGER-1115,2025-03-29,761,164960
KROGER-1115,2025-03-30,733,165693
KROGER-1115,2025-03-31,817,166510
KROGER-1115,2025-04-01,593,167103
KROGER-1115,2025-04-02,760,167863
KROGER-1115,2025-04-03,729,168592
KROGER-1115,2025-04-04,720,169312
KROGER-1115,2025-04-05,747,170059
KROGER-1115,2025-04-06,763,170822
KROGER-1115,2025-04-07,758,171580
KROGER-1115,2025-04-08,684,172264
KROGER-1115,2025-04-09,738,173002
KROGER-1115,2025-04-10,751,173753
KROGER-1115,2025-04-11,675,174428
KROGER-1115,2025-04-12,798,175226
KROGER-1115,2025-04-13,789,176015
KROGER-1115,2025-04-14,684,176699
KROGER-1115,2025-04-15,661,177360
KROGER-1115,2025-04-16,683,178043
KROGER-1115,2025-04-17,738,178781
KROGER-1115,2025-04-18,726,179507
KROGER-1115,2025-04-19,852,180359
KROGER-1115,2025-04-20,744,181103
KROGER-1115,2025-04-21,678,181781
KROGER-1115,2025-04-22,769,182550
KROGER-1115,2025-04-23,673,183223
KROGER-1115,2025-04-24,684,183907
KROGER-1115,2025-04-25,685,184592
KROGER-1115,2025-04-26,583,185175
KROGER-1115,2025-04-27,802,185977
KROGER-1115,2025-04-28,785,186762
KROGER-1115,2025-04-29,784,187546
KROGER-1115,2025-04-30,840,188386
KROGER-1115,2025-05-01,818,189204
KROGER-1115,2025-05-02,711,189915
KROGER-1115,2025-05-03,835,190750
KROGER-1115,2025-05-04,761,191511
KROGER-1115,2025-05-05,705,192216
KROGER-1115,2025-05-06,809,193025
KROGER-1115,2025-05-07,780,193805
KROGER-1115,2025-05-08,665,194470
KROGER-1115,2025-05-09,709,195179
KROGER-1115,2025-05-10,753,195932
KROGER-1115,2025-05-11,752,196684
KROGER-1115,2025-05-12,721,197405
KROGER-1115,2025-05-13,700,198105
KROGER-1115,2025-05-14,674,198779
KROGER-1115,2025-05-15,855,199634
KROGER-1115,2025-05-16,741,200375
KROGER-1115,2025-05-17,754,201129
KROGER-1115,2025-05-18,813,201942
KROGER-1115,2025-05-19,639,202581
KROGER-1115,2025-05-20,762,203343
KROGER-1115,2025-05-21,645,203988
KROGER-1115,2025-05-22,751,204739
KROGER-1115,2025-05-23,680,205419
KROGER-1115,2025-05-24,810,206229
KROGER-1115,2025-05-25,930,207159
KROGER-1115,2025-05-26,739,207898
KROGER-1115,2025-05-27,643,208541
KROGER-1115,2025-05-28,692,209233
KROGER-1115,2025-05-29,750,209983
KROGER-1115,2025-05-30,804,210787
KROGER-1115,2025-05-31,698,211485
KROGER-1115,2025-06-01,882,212367
KROGER-1115,2025-06-02,767,213134
KROGER-1115,2025-06-03,730,213864
KROGER-1115,2025-06-04,781,214645
KROGER-1115,2025-06-05,656,215301
KROGER-1115,2025-06-06,677,215978
KROGER-1115,2025-06-07,682,216660
KROGER-1115,2025-06-08,904,217564
KROGER-1115,2025-06-09,731,218295
KROGER-1115,2025-06-10,741,219036
KROGER-1115,2025-06-11,796,219832
KROGER-1115,2025-06-12,647,220479
KROGER-1115,2025-06-13,683,221162
KROGER-1115,2025-06-14,789,221951
KROGER-1115,2025-06-15,870,222821
KROGER-1115,2025-06-16,782,223603
KROGER-1115,2025-06-17,751,224354
KROGER-1115,2025-06-18,745,225099
KROGER-1115,2025-06-19,796,225895
KROGER-1115,2025-06-20,674,226569
KROGER-1115,2025-06-21,785,227354
KROGER-1115,2025-06-22,796,228150
KROGER-1115,2025-06-23,715,228865
KROGER-1115,2025-06-24,723,229588
KROGER-1115,2025-06-25,636,230224
KROGER-1115,2025-06-26,698,230922
KROGER-1115,2025-06-27,592,231514
KROGER-1115,2025-06-28,808,232322
KROGER-1115,2025-06-29,774,233096
KROGER-1115,2025-06-30,722,233818
KROGER-1115,2025-07-01,745,234563
KROGER-1115,2025-07-02,748,235311
KROGER-1115,2025-07-03,710,236021
KROGER-1115,2025-07-04,649,236670
KROGER-1115,2025-07-05,797,237467
KROGER-1115,2025-07-06,706,238173
KROGER-1115,2025-07-07,751,238924
KROGER-1115,2025-07-08,807,239731
KROGER-1115,2025-07-09,834,240565
KROGER-1115,2025-07-10,752,241317
KROGER-1115,2025-07-11,712,242029
KROGER-1115,2025-07-12,738,242767
KROGER-1115,2025-07-13,788,243555
KROGER-1115,2025-07-14,617,244172
KROGER-1115,2025-07-15,683,244855
KROGER-1115,2025-07-16,686,245541
KROGER-1115,2025-07-17,754,246295
KROGER-1115,2025-07-18,727,247022
KROGER-1115,2025-07-19,776,247798
KROGER-1115,2025-07-20,759,248557
KROGER-1115,2025-07-21,717,249274
KROGER-1115,2025-07-22,748,250022
KROGER-1115,2025-07-23,771,250793
KROGER-1115,2025-07-24,793,251586
KROGER-1115,2025-07-25,729,252315
KROGER-1115,2025-07-26,831,253146
KROGER-1115,2025-07-27,864,254010
KROGER-1115,2025-07-28,695,254705
KROGER-1115,2025-07-29,777,255482
KROGER-1115,2025-07-30,697,256179
KROGER-1115,2025-07-31,802,256981
KROGER-1115,2025-08-01,741,257722
KROGER-1115,2025-08-02,743,258465
KROGER-1115,2025-08-03,711,259176
KROGER-1115,2025-08-04,697,259873
KROGER-1115,2025-08-05,721,260594
KROGER-1115,2025-08-06,796,261390
KROGER-1115,2025-08-07,713,262103
KROGER-1115,2025-08-08,704,262807
KROGER-1115,2025-08-09,876,263683
KROGER-1115,2025-08-10,742,264425
KROGER-1115,2025-08-11,663,265088
KROGER-1115,2025-08-12,650,265738
KROGER-1115,2025-08-13,687,266425
KROGER-1115,2025-08-14,730,267155
KROGER-1115,2025-08-15,732,267887
KROGER-1115,2025-08-16,729,268616
KROGER-1115,2025-08-17,672,269288
KROGER-1115,2025-08-18,678,269966
KROGER-1115,2025-08-19,653,270619
KROGER-1115,2025-08-20,555,271174
KROGER-1115,2025-08-21,595,271769
KROGER-1115,2025-08-22,748,272517
KROGER-1115,2025-08-23,748,273265
KROGER-1115,2025-08-24,803,274068
KROGER-1115,2025-08-25,691,274759
KROGER-1115,2025-08-26,695,275454
KROGER-1115,2025-08-27,680,276134
KROGER-1115,2025-08-28,678,276812
KROGER-1115,2025-08-29,686,277498
KROGER-1115,2025-08-30,873,278371
KROGER-1115,2025-08-31,760,279131
KROGER-1116,2024-09-01,333,333
KROGER-1116,2024-09-02,365,698
KROGER-1116,2024-09-03,338,1036
KROGER-1116,2024-09-04,368,1404
KROGER-1116,2024-09-05,353,1757
KROGER-1116,2024-09-06,343,2100
KROGER-1116,2024-09-07,365,2465
KROGER-1116,2024-09-08,367,2832
KROGER-1116,2024-09-09,304,3136
KROGER-1116,2024-09-10,342,3478
KROGER-1116,2024-09-11,347,3825
KROGER-1116,2024-09-12,350,4175
KROGER-1116,2024-09-13,326,4501
KROGER-1116,2024-09-14,390,4891
KROGER-1116,2024-09-15,363,5254
KROGER-1116,2024-09-16,328,5582
KROGER-1116,2024-09-17,350,5932
KROGER-1116,2024-09-18,367,6299
KROGER-1116,2024-09-19,319,6618
KROGER-1116,2024-09-20,316,6934
KROGER-1116,2024-09-21,379,7313
KROGER-1116,2024-09-22,384,7697
KROGER-1116,2024-09-23,336,8033
KROGER-1116,2024-09-24,334,8367
KROGER-1116,2024-09-25,363,8730
KROGER-1116,2024-09-26,317,9047
KROGER-1116,2024-09-27,274,9321
KROGER-1116,2024-09-28,359,9680
KROGER-1116,2024-09-29,359,10039
KROGER-1116,2024-09-30,364,10403
KROGER-1116,2024-10-01,361,10764
KROGER-1116,2024-10-02,384,11148
